#Pos	Phred	A->A	A->C	A->G	A->T	A->N	C->A	C->C	C->G	C->T	C->N	G->A	G->C	G->G	G->T	G->N	T->A	T->C	T->G	T->T	T->N
77	18	3762	57	91	84	0	89	2245	36	82	0	91	38	2344	82	0	105	91	44	3614	0
77	19	1186	31	30	66	0	33	639	11	51	0	42	12	582	71	0	52	38	29	1646	0
77	20	2850	74	109	94	0	69	2235	70	117	0	97	52	2533	165	0	54	56	63	5219	0
77	21	1935	27	38	45	0	33	1316	20	40	0	48	10	1346	36	0	27	24	22	2605	0
77	22	5098	52	60	131	0	66	3002	28	83	0	81	37	2584	95	0	89	83	51	7952	0
77	23	2575	67	87	75	0	67	2062	66	65	0	109	58	3107	91	0	48	46	65	2996	0
77	24	4236	98	177	73	0	98	3151	115	119	0	166	108	4682	125	0	93	79	105	4206	0
77	25	6723	160	145	281	0	162	4038	86	229	0	214	73	4492	217	0	242	152	138	7511	0
77	26	21996	227	309	444	0	257	13513	138	363	0	362	152	13977	432	0	372	304	224	26167	0
77	27	7678	187	320	156	0	207	6424	201	160	0	309	180	9677	206	0	146	170	217	5980	0
77	28	14075	156	244	264	0	183	9400	113	228	0	208	96	10594	247	0	252	179	159	17883	0
77	29	33024	495	597	865	0	535	19836	389	741	0	751	321	22368	714	0	773	597	548	35808	0
77	30	30741	477	821	499	0	502	24753	441	523	0	756	398	29211	535	0	496	530	507	31503	0
77	31	54474	801	1167	1258	0	776	35653	627	1121	0	1211	565	40955	1071	0	1187	956	856	61110	0
77	32	60698	895	1047	1296	0	900	40212	561	1202	0	1234	609	40851	1110	0	1201	970	824	63567	0
77	33	76559	1506	2766	998	0	1299	71015	1683	1128	0	2058	1450	95783	1045	0	1227	1475	1613	53759	0
77	34	223866	3117	3837	4795	0	3475	148849	1982	4624	0	4755	2183	142557	3805	0	4579	3909	2890	230795	0
77	35	428390	8440	11291	7844	0	7473	392836	6796	8122	0	9675	6562	412269	5754	0	7988	9078	7256	358876	0
77	36	292461	3018	3520	5703	0	3396	176143	1561	4566	0	4309	1702	161466	3613	0	5168	3933	2782	307149	0
77	37	302763	3208	4090	4648	0	3219	195789	1868	3948	0	3831	1820	189270	2876	0	4613	3881	2984	278859	0
77	38	116858	929	1140	1735	0	1132	53678	551	1327	0	1487	502	55696	987	0	1924	1261	1012	104260	0
77	39	334787	3450	4094	5748	0	3133	222989	1837	4492	0	4032	2032	204980	3419	0	4959	4601	3213	367370	0
77	40	150192	1344	1656	2642	0	1430	81969	687	2011	0	1731	717	78997	1356	0	2469	1864	1452	157350	0
77	41	143159	1419	1584	2764	0	1392	88542	683	2115	0	1504	745	76766	1323	0	2471	1982	1261	169924	0
78	5	46	6	13	6	0	4	20	3	8	0	6	3	26	11	0	5	7	31	118	0
78	6	90	14	20	6	0	5	72	11	6	0	5	2	106	8	0	6	18	32	150	0
78	7	1191	85	41	58	0	107	935	16	52	0	53	26	514	55	0	85	111	49	1415	0
78	8	1098	64	27	52	0	58	701	7	37	0	30	24	425	41	0	60	56	16	1415	0
78	9	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	2	0
78	10	68	4	2	11	0	5	38	1	11	0	6	1	25	25	0	8	3	2	356	0
78	11	104	2	2	12	0	5	91	3	14	0	6	4	71	20	0	1	3	2	738	0
78	12	222	2	15	9	0	13	145	11	11	0	13	8	145	8	0	8	5	9	403	0
78	13	547	10	5	23	0	8	404	2	23	0	11	5	236	27	0	9	9	3	1883	0
78	14	197	4	18	4	0	2	146	9	4	0	9	2	340	4	0	4	4	10	150	0
78	15	290	9	9	18	0	5	148	6	27	0	28	11	244	31	0	18	4	10	652	0
78	16	390	4	17	6	0	9	295	12	3	0	14	9	359	5	0	11	7	7	149	0
78	17	910	18	21	31	0	16	580	8	32	0	26	14	637	35	0	16	19	14	820	0
78	18	3952	67	86	100	0	74	2237	36	82	0	104	55	2344	86	0	115	86	53	3553	0
78	19	1098	29	38	69	0	32	595	13	55	0	32	13	541	63	0	44	46	20	1566	0
78	20	2865	62	100	118	0	61	2117	61	107	0	124	39	2508	156	0	78	56	61	5444	0
78	21	1946	26	33	47	0	34	1279	15	32	0	33	22	1280	53	0	27	33	24	2555	0
78	22	4542	43	57	108	0	54	2807	26	100	0	75	31	2419	93	0	87	72	41	7123	0
78	23	2519	65	101	71	0	68	2104	64	62	0	91	52	3080	114	0	72	51	61	2871	0
78	24	4356	104	175	99	0	91	3121	108	125	0	185	83	4630	149	0	70	101	103	4251	0
78	25	6867	130	176	299	0	137	4198	96	234	0	220	92	4612	250	0	265	171	136	7892	0
78	26	21079	220	314	450	0	251	13104	150	361	0	349	167	13034	417	0	378	306	255	25940	0
78	27	7948	180	345	131	0	167	6270	199	173	0	321	182	9561	199	0	170	149	204	6230	0
78	28	12530	137	193	239	0	155	8599	103	198	0	201	99	9437	244	0	203	192	155	15812	0
78	29	33270	456	664	859	0	485	19501	344	713	0	693	306	22005	695	0	729	594	508	36178	0
78	30	29939	476	739	514	0	502	23465	394	495	0	773	422	27884	554	0	501	515	437	30523	0
78	31	52389	719	1072	1167	0	801	33526	628	1063	0	1147	587	37923	1018	0	1075	876	803	58600	0
78	32	57616	783	1049	1260	0	873	37904	513	1075	0	1198	567	38060	1115	0	1144	931	813	61061	0
78	33	74785	1516	2648	932	0	1313	66791	1583	998	0	2074	1282	91292	948	0	1216	1424	1538	52351	0
78	34	219080	2936	3598	4627	0	3412	141659	1948	4459	0	4524	2084	136446	3667	0	4526	3783	2878	222402	0
78	35	474289	9302	12355	8511	0	8141	437706	7186	8695	0	10568	7143	456337	6283	0	8785	9954	8051	393140	0
78	36	298289	2986	3400	6003	0	3387	177871	1606	4835	0	4269	1753	159455	3887	0	5317	4139	2901	317195	0
78	37	327291	3422	4358	4974	0	3300	209112	1902	4270	0	4418	1956	202670	2975	0	4842	4367	3139	304156	0
78	38	103820	786	1073	1385	0	992	47248	428	1225	0	1235	473	49287	880	0	1755	1091	885	91878	0
78	39	316603	3158	3954	5281	0	3036	208082	1663	4341	0	3810	1838	190980	3400	0	4837	4286	3033	349517	0
78	40	125705	1113	1377	2209	0	1097	66866	616	1672	0	1422	577	63785	1211	0	2116	1593	1156	129520	0
78	41	137678	1418	1525	2803	0	1324	87525	650	2210	0	1453	760	76625	1414	0	2318	2061	1339	172652	0
79	5	63	5	6	7	0	3	38	4	4	0	5	4	32	7	0	4	5	30	140	0
79	6	94	5	14	3	0	4	63	8	5	0	5	4	93	2	0	7	9	38	155	0
79	7	1202	95	37	63	0	123	971	28	48	0	58	31	580	53	0	95	97	54	1614	0
79	8	1096	74	28	46	0	95	664	14	36	0	31	16	402	31	0	74	60	15	1422	0
79	9	1	1	1	1	0	1	1	1	1	0	1	1	1	2	0	1	1	1	3	0
79	10	62	5	2	12	0	4	56	2	18	0	2	4	32	25	0	5	4	2	401	0
79	11	107	4	2	9	0	9	111	3	17	0	2	2	92	20	0	6	4	2	724	0
79	12	253	5	11	7	0	6	155	6	8	0	17	8	173	15	0	7	4	11	445	0
79	13	564	9	10	23	0	15	349	3	25	0	11	6	243	31	0	14	6	6	1761	0
79	14	230	5	21	4	0	4	140	9	4	0	8	4	331	5	0	4	6	7	130	0
79	15	329	5	17	19	0	12	154	7	25	0	31	11	228	40	0	8	7	4	723	0
79	16	375	12	20	6	0	8	292	7	2	0	14	7	371	2	0	13	12	5	154	0
79	17	911	24	35	24	0	27	651	6	17	0	48	20	687	41	0	22	14	16	882	0
79	18	4140	68	96	104	0	99	2427	57	95	0	129	54	2455	100	0	108	98	67	3907	0
79	19	1060	30	28	77	0	21	591	10	59	0	46	14	510	79	0	64	25	29	1597	0
79	20	2954	54	84	111	0	71	2373	64	123	0	127	47	2535	198	0	74	63	58	5710	0
79	21	1914	16	33	56	0	18	1282	16	30	0	35	17	1274	44	0	43	24	18	2705	0
79	22	4361	40	56	106	0	57	2586	30	84	0	68	20	2168	95	0	72	63	49	6820	0
79	23	2535	58	103	62	0	65	2144	63	72	0	108	52	3146	106	0	54	60	72	2946	0
79	24	4503	94	185	98	0	92	3230	122	131	0	223	83	4591	151	0	87	85	116	4605	0
79	25	7322	135	172	311	0	149	4300	105	255	0	202	76	4949	223	0	261	156	148	8630	0
79	26	21317	204	283	448	0	250	13317	144	382	0	358	162	12973	416	0	353	315	204	26539	0
79	27	8282	172	382	133	0	200	6612	253	188	0	330	160	9811	204	0	146	144	205	6580	0
79	28	11435	129	192	244	0	149	8056	97	180	0	210	83	8750	218	0	202	184	148	14529	0
79	29	34189	469	682	808	0	520	19916	353	785	0	698	326	22180	748	0	727	557	512	37567	0
79	30	30235	501	762	464	0	464	23628	412	508	0	772	413	27742	511	0	499	495	502	30190	0
79	31	52608	744	1052	1166	0	794	33149	570	1047	0	1221	573	38456	1040	0	1037	899	807	58941	0
79	32	57789	774	999	1235	0	833	37359	510	1062	0	1246	550	36884	1007	0	1139	918	719	61410	0
79	33	75922	1482	2570	919	0	1298	67355	1610	1055	0	2086	1365	91106	1007	0	1228	1379	1609	53362	0
79	34	225747	3002	3741	4608	0	3367	142649	1886	4704	0	4640	2108	138751	3740	0	4514	3738	2912	227880	0
79	35	513149	9919	13132	8989	0	8709	470127	7750	9440	0	11396	7581	487886	6716	0	9389	10651	8599	424677	0
79	36	306269	3004	3335	6291	0	3521	180062	1553	5076	0	4502	1788	161976	3926	0	5319	4044	2868	330136	0
79	37	339263	3496	4244	5148	0	3551	215232	1912	4368	0	4489	2121	207978	3126	0	5098	4172	3277	319172	0
79	38	92109	630	952	1269	0	936	41067	405	1076	0	1116	426	43596	776	0	1553	988	809	79826	0
79	39	301812	2910	3670	5003	0	2783	196197	1584	4152	0	3609	1779	179608	3191	0	4651	4145	2932	336805	0
79	40	102546	829	1104	1683	0	951	52509	488	1255	0	1185	487	50974	972	0	1860	1305	976	104434	0
79	41	119196	1213	1364	2504	0	1071	76225	567	1890	0	1264	618	65333	1339	0	2141	1868	1259	153337	0
80	5	69	6	13	7	0	7	28	9	4	0	10	2	32	8	0	3	10	26	149	0
80	6	98	9	12	2	0	7	76	11	6	0	5	1	82	4	0	12	14	30	135	0
80	7	1315	76	52	69	0	106	1042	19	60	0	49	34	590	47	0	96	95	56	1721	0
80	8	1073	65	31	35	0	94	704	19	39	0	36	16	358	19	0	44	62	7	1361	0
80	9	2	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	5	0
80	10	56	3	2	23	0	4	50	1	15	0	7	3	34	27	0	8	5	3	425	0
80	11	109	1	5	17	0	2	104	2	11	0	5	4	74	24	0	5	3	2	735	0
80	12	218	8	17	11	0	7	166	11	8	0	11	9	155	14	0	6	5	7	422	0
80	13	508	6	9	26	0	11	338	1	21	0	7	7	198	28	0	8	7	3	1574	0
80	14	220	5	25	4	0	4	128	9	4	0	9	6	329	3	0	5	4	9	122	0
80	15	349	15	16	15	0	12	181	9	21	0	21	11	237	48	0	9	6	12	728	0
80	16	401	10	16	6	0	21	343	10	1	0	13	9	396	5	0	13	7	16	160	0
80	17	933	15	22	35	0	19	696	15	23	0	35	15	691	49	0	29	15	15	892	0
80	18	4410	71	96	86	0	83	2519	51	101	0	105	56	2591	77	0	141	102	64	4124	0
80	19	995	35	20	73	0	31	562	15	50	0	37	11	471	67	0	52	23	15	1583	0
80	20	3119	52	97	122	0	72	2398	54	126	0	120	44	2733	177	0	67	76	61	5912	0
80	21	1936	23	34	46	0	22	1298	9	45	0	32	13	1311	48	0	31	28	22	2735	0
80	22	4096	36	53	92	0	55	2450	19	79	0	71	23	2095	82	0	78	64	31	6413	0
80	23	2567	63	123	59	0	65	2325	50	62	0	104	59	3204	110	0	53	46	67	2902	0
80	24	4593	96	183	114	0	82	3479	120	110	0	187	103	4801	143	0	83	91	106	4631	0
80	25	7654	163	203	322	0	169	4686	109	241	0	221	84	5218	282	0	296	193	192	9314	0
80	26	21471	201	295	425	0	238	13132	148	383	0	332	131	12973	410	0	387	297	242	27041	0
80	27	8532	210	404	159	0	218	6936	230	167	0	332	180	10318	209	0	162	179	235	7047	0
80	28	10848	127	218	186	0	128	7449	103	185	0	178	83	8448	217	0	172	173	139	13343	0
80	29	34580	497	653	881	0	561	20724	417	791	0	807	374	22919	769	0	776	617	504	38876	0
80	30	30679	505	735	504	0	487	24377	384	496	0	749	398	28168	522	0	531	520	513	30283	0
80	31	52988	756	1091	1156	0	820	33683	623	1013	0	1144	546	39248	1026	0	1080	870	800	59130	0
80	32	58122	784	989	1196	0	817	37361	514	1101	0	1210	527	37779	1071	0	1152	986	777	61991	0
80	33	78421	1480	2745	984	0	1398	69282	1634	1033	0	2063	1327	92738	1030	0	1260	1402	1599	55241	0
80	34	234282	3109	3714	4833	0	3389	148657	2001	4576	0	4709	2139	144390	3849	0	4751	3858	3060	238087	0
80	35	552108	10473	14014	9881	0	9310	499110	7851	9895	0	12023	7772	512233	7011	0	9986	11619	9303	457466	0
80	36	316025	2974	3456	6571	0	3470	183699	1604	5119	0	4518	1850	163522	3809	0	5756	4112	2930	343713	0
80	37	346583	3390	4381	5097	0	3407	217118	1906	4445	0	4361	1900	209054	3150	0	5457	4480	3179	331188	0
80	38	80861	605	846	1212	0	773	36146	300	894	0	944	357	38023	707	0	1409	931	741	71267	0
80	39	284080	2795	3357	4822	0	2500	183559	1434	3846	0	3292	1557	166973	2762	0	4492	3997	2832	322402	0
80	40	81077	697	893	1525	0	802	42060	351	1089	0	900	388	39514	775	0	1516	1092	765	85715	0
80	41	98093	927	1071	2158	0	921	61009	474	1625	0	1133	531	52525	1064	0	1732	1509	1040	126238	0
81	5	76	6	7	5	0	5	34	5	6	0	8	2	43	15	0	4	7	36	145	0
81	6	81	13	13	6	0	2	69	11	3	0	4	1	111	4	0	4	9	41	167	0
81	7	1373	117	36	79	0	152	1110	16	59	0	64	40	684	50	0	99	100	49	1792	0
81	8	1032	72	22	37	0	54	601	11	30	0	29	14	344	31	0	40	39	15	1281	0
81	9	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	5	0
81	10	75	4	1	17	0	7	65	1	13	0	2	3	21	28	0	8	4	2	445	0
81	11	145	5	3	21	0	5	112	1	16	0	2	2	87	17	0	5	3	4	795	0
81	12	274	6	16	8	0	8	167	8	17	0	25	3	182	16	0	8	6	8	450	0
81	13	499	8	6	30	0	12	346	4	18	0	11	8	180	27	0	8	9	4	1566	0
81	14	218	7	17	6	0	9	136	6	4	0	7	2	338	3	0	2	6	16	133	0
81	15	370	15	20	17	0	12	205	12	35	0	28	5	280	41	0	8	3	7	772	0
81	16	414	14	17	4	0	14	340	2	5	0	13	7	351	10	0	9	11	5	179	0
81	17	1029	11	24	32	0	25	667	14	23	0	40	19	744	48	0	25	23	7	973	0
81	18	4611	63	106	89	0	74	2578	38	93	0	99	47	2556	98	0	132	122	67	4254	0
81	19	904	33	37	66	0	13	636	17	65	0	42	23	557	62	0	51	46	22	1609	0
81	20	3394	62	99	114	0	69	2541	65	126	0	149	47	2884	177	0	80	76	76	6404	0
81	21	1971	28	33	48	0	25	1268	17	41	0	37	25	1383	46	0	31	31	22	2814	0
81	22	4034	34	62	87	0	53	2345	25	92	0	71	27	2064	83	0	75	64	43	5973	0
81	23	2640	71	111	81	0	71	2412	64	69	0	128	51	3248	106	0	61	59	57	3056	0
81	24	5027	111	201	94	0	100	3601	108	131	0	203	104	5117	158	0	97	112	121	5030	0
81	25	8247	173	186	331	0	153	4825	98	261	0	235	82	5325	277	0	303	204	182	9649	0
81	26	21918	254	311	455	0	253	13387	159	370	0	332	166	13102	418	0	357	328	226	27712	0
81	27	9090	209	378	181	0	199	7378	211	174	0	327	192	10467	245	0	187	185	220	7517	0
81	28	10253	112	182	179	0	114	7033	98	159	0	156	79	8158	181	0	176	138	150	12280	0
81	29	36530	477	652	877	0	517	21312	408	821	0	794	379	23601	790	0	809	610	519	40785	0
81	30	31562	499	814	499	0	501	24868	367	485	0	807	426	28754	547	0	487	493	505	30761	0
81	31	55001	725	1232	1217	0	822	33990	604	1093	0	1185	573	39512	1107	0	1137	894	874	60223	0
81	32	59803	794	992	1236	0	883	38364	542	1156	0	1197	595	38319	1097	0	1164	952	769	63940	0
81	33	81600	1545	2902	1109	0	1364	71207	1674	1122	0	2068	1425	95983	1024	0	1282	1489	1717	56861	0
81	34	248578	3148	3972	5077	0	3569	156514	2044	4809	0	4940	2124	151131	3824	0	4797	4031	3200	249674	0
81	35	589462	10942	14750	10229	0	9790	525973	8304	10206	0	12313	7923	539500	7375	0	10541	12328	9734	487545	0
81	36	324191	3095	3396	6786	0	3564	187228	1566	5342	0	4470	1806	165352	4056	0	5789	4274	2918	356931	0
81	37	348934	3468	4310	5442	0	3554	216206	1795	4334	0	4160	1947	206777	3127	0	5164	4475	3211	338010	0
81	38	70023	529	671	1029	0	677	31355	310	808	0	914	328	32604	598	0	1172	764	593	61854	0
81	39	263961	2593	2987	4575	0	2460	167152	1269	3528	0	3003	1447	153107	2719	0	4212	3676	2570	302202	0
81	40	63570	563	635	1188	0	636	32564	311	949	0	794	307	30688	618	0	1303	787	604	67990	0
81	41	75888	762	849	1711	0	770	47486	384	1326	0	837	442	40879	879	0	1461	1200	825	100905	0
82	5	67	8	16	4	0	6	37	11	11	0	9	4	51	12	0	7	6	32	165	0
82	6	97	7	10	6	0	6	71	9	3	0	2	3	100	5	0	9	10	41	139	0
82	7	1589	129	53	70	0	161	1280	22	62	0	66	47	686	50	0	121	118	58	1989	0
82	8	966	81	34	38	0	75	588	14	30	0	33	14	325	41	0	48	50	16	1309	0
82	9	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	4	0
82	10	73	5	4	19	0	10	56	1	17	0	10	4	51	31	0	4	9	1	487	0
82	11	141	5	3	16	0	5	158	4	12	0	6	4	80	32	0	5	5	2	798	0
82	12	292	11	13	12	0	9	172	11	9	0	20	5	184	17	0	11	7	12	454	0
82	13	484	11	5	27	0	11	346	3	25	0	9	4	176	31	0	9	6	3	1556	0
82	14	237	7	14	1	0	4	142	7	3	0	8	3	331	4	0	4	6	6	109	0
82	15	384	12	14	17	0	16	230	13	29	0	24	8	288	45	0	9	12	4	779	0
82	16	439	10	21	9	0	20	349	12	5	0	19	7	396	8	0	8	6	11	190	0
82	17	1086	28	32	26	0	18	784	17	32	0	45	23	721	65	0	25	21	21	970	0
82	18	4841	106	111	122	0	91	2816	53	89	0	112	57	2841	68	0	133	123	68	4460	0
82	19	874	32	27	93	0	36	620	12	58	0	34	19	542	77	0	50	31	22	1717	0
82	20	3524	84	93	148	0	80	2746	65	91	0	131	53	3017	189	0	73	67	77	6857	0
82	21	2024	26	41	53	0	29	1308	19	33	0	35	16	1314	46	0	39	28	17	3045	0
82	22	3757	37	51	88	0	47	2262	23	75	0	66	28	1914	87	0	66	46	37	5776	0
82	23	2853	72	120	73	0	72	2634	73	74	0	135	64	3481	117	0	79	60	76	3178	0
82	24	5247	123	199	93	0	110	3947	124	133	0	213	95	5387	183	0	100	107	117	5083	0
82	25	9040	172	192	343	0	183	5404	115	275	0	271	112	5830	285	0	307	233	180	10433	0
82	26	22704	240	308	456	0	276	13503	141	395	0	362	132	13179	433	0	414	309	245	28457	0
82	27	9653	198	398	159	0	215	7707	265	212	0	440	230	11317	257	0	228	204	247	7857	0
82	28	9868	104	196	172	0	105	6979	94	154	0	197	85	7960	172	0	129	134	126	11299	0
82	29	38698	529	707	953	0	599	22632	416	820	0	807	362	24550	796	0	841	650	537	43440	0
82	30	32775	539	807	479	0	554	25692	405	477	0	845	440	29774	572	0	508	560	547	31265	0
82	31	56951	750	1150	1314	0	912	35499	661	1095	0	1254	605	41478	1086	0	1159	939	864	62872	0
82	32	62235	841	995	1211	0	939	39704	523	1236	0	1279	598	39213	1186	0	1259	1017	818	66241	0
82	33	84764	1603	2832	1060	0	1418	74162	1716	1099	0	2263	1474	99481	1084	0	1356	1566	1732	58244	0
82	34	261872	3292	4093	5240	0	3762	163480	2228	5033	0	5055	2326	158997	4162	0	5164	4405	3269	261662	0
82	35	622786	11172	15139	10598	0	10119	550921	8563	11017	0	12912	8291	564756	7599	0	11276	12713	9921	521839	0
82	36	331749	3188	3586	6807	0	3699	188930	1622	5385	0	4649	1820	167063	4188	0	5858	4327	3057	368095	0
82	37	345080	3467	4236	5403	0	3459	212275	1801	4531	0	4184	1894	201527	3158	0	5172	4413	3214	343493	0
82	38	60737	425	587	958	0	579	26764	264	724	0	761	258	28503	502	0	1015	727	515	53175	0
82	39	238735	2253	2743	4277	0	2212	150179	1145	3334	0	2743	1311	136502	2639	0	3645	3224	2220	277913	0
82	40	48641	418	521	1039	0	474	24304	204	696	0	621	225	22907	525	0	1003	704	470	52564	0
82	41	57195	593	642	1453	0	583	35137	287	1057	0	645	301	30023	694	0	1159	927	608	77907	0
83	5	72	11	8	5	0	7	52	9	6	0	9	3	40	11	0	6	5	40	167	0
83	6	118	14	18	6	0	6	59	9	6	0	3	1	105	6	0	11	7	36	135	0
83	7	1643	133	60	86	0	158	1295	15	63	0	77	27	727	68	0	112	115	59	2066	0
83	8	874	68	16	33	0	77	545	12	36	0	29	6	330	27	0	54	54	19	1167	0
83	9	2	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	6	0
83	10	99	2	2	27	0	8	69	2	16	0	3	2	53	30	0	5	8	2	524	0
83	11	163	2	5	18	0	6	139	2	15	0	4	2	101	28	0	5	4	10	839	0
83	12	316	8	25	7	0	9	175	2	11	0	19	7	201	18	0	10	7	16	495	0
83	13	484	9	4	31	0	11	322	2	26	0	10	5	167	27	0	9	12	4	1424	0
83	14	235	3	20	1	0	3	145	7	1	0	4	3	353	2	0	3	8	10	108	0
83	15	377	17	18	26	0	8	245	13	23	0	32	8	371	53	0	9	8	19	836	0
83	16	432	7	13	5	0	17	366	11	5	0	13	12	396	13	0	10	10	11	166	0
83	17	1092	29	34	20	0	21	811	13	35	0	42	21	786	59	0	24	26	18	1006	0
83	18	5192	84	96	100	0	109	2870	55	113	0	126	54	2980	111	0	137	114	86	4813	0
83	19	869	22	40	79	0	35	625	19	46	0	35	19	463	91	0	54	34	22	1862	0
83	20	4035	73	117	127	0	78	2918	60	160	0	125	57	3135	208	0	85	72	69	7311	0
83	21	2132	23	40	45	0	22	1398	19	32	0	34	14	1340	43	0	37	41	20	2982	0
83	22	3572	45	34	78	0	66	2080	22	69	0	70	31	1904	66	0	59	54	44	5366	0
83	23	3042	77	125	86	0	82	2747	87	97	0	134	70	3608	119	0	83	57	63	3398	0
83	24	5510	122	209	104	0	99	4163	121	143	0	209	117	5783	171	0	93	107	142	5457	0
83	25	9822	156	204	351	0	183	5762	127	279	0	263	116	6216	303	0	328	235	179	11467	0
83	26	23085	216	322	498	0	262	13842	156	398	0	365	161	13117	451	0	420	297	227	29383	0
83	27	10234	225	445	187	0	229	8188	310	215	0	406	207	11808	249	0	193	203	255	8508	0
83	28	9313	133	192	169	0	119	6607	93	138	0	154	69	7885	154	0	167	147	144	10514	0
83	29	40126	553	748	988	0	578	23644	408	907	0	929	400	25351	857	0	939	683	593	45820	0
83	30	34251	524	825	485	0	567	26538	457	524	0	882	424	30497	555	0	547	583	580	31352	0
83	31	58521	772	1185	1311	0	891	37074	700	1179	0	1205	570	43023	1129	0	1212	959	877	64930	0
83	32	64940	886	1084	1375	0	952	41651	565	1222	0	1266	630	40576	1200	0	1314	1053	857	69026	0
83	33	88148	1623	2927	1009	0	1503	76713	1795	1088	0	2265	1582	103217	1068	0	1360	1548	1836	60331	0
83	34	278472	3444	4309	5517	0	4103	171915	2245	5378	0	5370	2404	167082	4268	0	5411	4463	3359	275915	0
83	35	660469	11833	15871	11117	0	10623	577022	8970	11258	0	13287	8677	587733	8106	0	11573	13190	10663	550065	0
83	36	337497	3239	3483	7064	0	3696	190786	1603	5483	0	4599	1834	167681	4174	0	5938	4330	2848	378109	0
83	37	338765	3170	4070	5335	0	3293	207026	1737	4340	0	4010	1824	194836	3149	0	5213	4324	3199	342390	0
83	38	51325	373	537	792	0	522	22553	219	576	0	613	221	23784	451	0	913	551	434	45549	0
83	39	211774	1984	2467	3771	0	1988	132210	1058	3047	0	2490	1127	118961	2306	0	3224	2922	2049	251524	0
83	40	35942	329	377	731	0	357	18042	181	527	0	451	203	16951	411	0	784	527	359	39487	0
83	41	41213	450	484	1104	0	421	25629	205	813	0	479	238	21483	515	0	839	740	439	58148	0
84	5	82	10	8	4	0	8	49	13	8	0	9	5	47	11	0	3	5	33	177	0
84	6	94	18	12	2	0	5	63	9	3	0	2	5	102	8	0	8	10	37	137	0
84	7	1822	156	85	87	0	144	1405	41	73	0	68	52	786	72	0	122	129	88	2210	0
84	8	887	64	20	35	0	64	554	17	36	0	23	16	313	27	0	40	38	18	1140	0
84	9	2	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0
84	10	93	6	4	28	0	5	76	3	23	0	6	4	48	42	0	7	7	3	547	0
84	11	164	5	8	19	0	4	138	3	19	0	2	6	111	24	0	3	7	2	866	0
84	12	327	9	16	9	0	10	204	10	17	0	12	8	193	7	0	9	9	14	494	0
84	13	447	10	7	20	0	15	331	2	19	0	6	7	166	21	0	8	6	4	1329	0
84	14	213	7	16	3	0	6	122	8	4	0	6	4	330	6	0	2	4	9	108	0
84	15	471	16	29	23	0	12	270	10	27	0	35	10	364	44	0	6	7	9	924	0
84	16	498	21	12	7	0	14	370	7	6	0	25	12	425	8	0	19	8	12	195	0
84	17	1130	28	21	39	0	29	804	19	19	0	54	23	787	56	0	23	17	15	1067	0
84	18	5328	108	131	116	0	105	3000	56	115	0	131	70	2953	98	0	153	123	89	4826	0
84	19	905	26	27	111	0	33	670	19	73	0	40	25	563	89	0	50	38	15	1929	0
84	20	4399	90	116	155	0	86	3256	71	162	0	173	45	3478	224	0	100	80	74	7721	0
84	21	2155	28	35	60	0	29	1405	15	47	0	46	16	1293	37	0	43	34	27	3099	0
84	22	3328	33	44	97	0	40	2050	25	72	0	57	32	1846	70	0	82	49	31	4910	0
84	23	3333	89	144	99	0	78	2947	81	71	0	150	76	3846	142	0	84	50	85	3603	0
84	24	5959	109	230	118	0	120	4337	149	143	0	249	104	6005	171	0	115	128	155	5632	0
84	25	10331	181	228	385	0	227	6130	128	307	0	267	113	6605	335	0	369	251	226	12268	0
84	26	23515	232	291	472	0	274	13959	136	443	0	376	156	13191	439	0	401	335	268	30199	0
84	27	10811	261	462	173	0	238	8727	263	263	0	410	235	12410	248	0	227	224	290	8803	0
84	28	9054	112	179	146	0	94	6264	102	121	0	160	83	7570	149	0	165	125	134	9701	0
84	29	41813	558	759	1047	0	600	24697	435	917	0	924	365	26577	885	0	939	736	574	48316	0
84	30	34977	543	863	493	0	550	27047	472	552	0	868	449	31166	544	0	585	611	512	31612	0
84	31	61121	866	1222	1350	0	912	38166	669	1222	0	1205	591	43756	1170	0	1270	984	914	67704	0
84	32	67307	876	1123	1403	0	990	42922	602	1264	0	1389	643	41765	1203	0	1329	1086	834	70350	0
84	33	91086	1694	3126	1068	0	1520	78992	1850	1157	0	2353	1498	106253	1133	0	1407	1632	1817	62202	0
84	34	294464	3699	4616	5812	0	4301	181373	2268	5420	0	5580	2531	174768	4484	0	5718	4756	3670	292830	0
84	35	697150	12300	16298	11817	0	11110	602325	8739	11878	0	13753	8890	609129	8143	0	12324	13904	11051	582772	0
84	36	342569	3159	3481	7347	0	3820	192343	1622	5584	0	4599	1770	168209	4083	0	6225	4418	2880	387382	0
84	37	326303	3244	4015	5386	0	3113	197990	1638	4236	0	3772	1704	185456	2841	0	5114	4198	3115	337446	0
84	38	43055	348	445	663	0	413	18767	185	500	0	516	187	19591	358	0	825	496	361	38178	0
