#Pos	Phred	A->A	A->C	A->G	A->T	A->N	C->A	C->C	C->G	C->T	C->N	G->A	G->C	G->G	G->T	G->N	T->A	T->C	T->G	T->T	T->N
69	34	125954	2001	2324	2907	0	2169	81929	1256	2727	0	2912	1324	82888	2429	0	2753	2258	1892	134803	0
69	35	249759	5918	8066	4953	0	5212	252369	4895	5102	0	6684	5200	279599	4059	0	5174	6145	5209	203276	0
69	36	184078	2264	2586	3791	0	2520	117088	1267	3319	0	3123	1376	111020	2665	0	3502	2717	2000	188152	0
69	37	210632	2734	3544	3660	0	2634	155633	1744	3317	0	3334	1731	153913	2395	0	3499	3226	2505	201342	0
69	38	188934	1723	2048	2700	0	1905	91630	870	2103	0	2575	890	96801	1767	0	3089	2023	1594	166257	0
69	39	305607	3873	4487	5221	0	3474	223280	2137	4569	0	4412	2176	211649	3633	0	4660	4542	3418	325722	0
69	40	340057	3126	3848	5033	0	3235	186429	1720	4084	0	4314	1755	186194	3145	0	5433	4010	3055	314839	0
69	41	482802	5353	6044	8204	0	4694	330346	2705	6708	0	5513	2915	294846	4471	0	7579	7043	4785	522114	0
70	5	34	2	5	3	0	3	19	2	1	0	7	3	12	7	0	2	2	15	84	0
70	6	107	17	18	5	0	5	77	6	6	0	3	3	105	7	0	12	13	37	171	0
70	7	771	50	32	40	0	76	656	14	29	0	33	19	367	43	0	55	62	48	973	0
70	8	1493	91	45	59	0	104	997	19	55	0	40	29	516	42	0	87	83	26	2022	0
70	9	9	2	1	2	0	1	5	1	1	0	2	2	4	1	0	3	2	1	16	0
70	10	38	2	2	11	0	3	31	1	9	0	2	1	21	18	0	5	1	1	158	0
70	11	87	4	3	12	0	4	68	2	12	0	3	2	84	15	0	3	3	2	589	0
70	12	174	6	9	11	0	4	124	7	12	0	13	4	168	12	0	7	4	8	372	0
70	13	810	9	6	28	0	17	595	5	35	0	5	8	354	47	0	17	11	10	2306	0
70	14	397	5	25	9	0	3	207	12	7	0	6	3	371	8	0	6	8	17	440	0
70	15	169	9	5	9	0	8	125	9	15	0	12	4	146	41	0	3	5	8	457	0
70	16	323	9	14	6	0	4	272	6	4	0	11	2	332	8	0	10	7	9	158	0
70	17	786	20	17	16	0	10	507	15	13	0	21	11	521	29	0	22	18	15	518	0
70	18	2682	72	64	69	0	59	1705	34	65	0	71	37	1708	68	0	74	59	39	2636	0
70	19	1641	26	31	67	0	25	821	14	44	0	48	24	723	58	0	54	46	23	1910	0
70	20	1764	29	74	69	0	44	1418	35	59	0	92	37	1903	126	0	39	52	43	4047	0
70	21	1486	18	41	32	0	16	1058	13	40	0	36	18	1245	50	0	32	15	19	1840	0
70	22	4830	60	63	125	0	66	3011	29	111	0	97	30	2584	134	0	85	78	56	7921	0
70	23	2903	54	77	92	0	60	2101	50	70	0	96	43	2650	105	0	61	58	65	4772	0
70	24	3118	64	118	52	0	66	2268	80	79	0	135	63	3365	125	0	59	72	78	3034	0
70	25	5053	96	134	158	0	110	2785	57	161	0	152	67	3353	165	0	196	128	107	5366	0
70	26	17250	183	364	369	0	239	11164	172	344	0	429	146	12501	435	0	327	286	234	21136	0
70	27	5259	105	203	100	0	102	3615	82	98	0	183	96	5595	132	0	94	88	96	4324	0
70	28	16276	182	261	351	0	180	10860	124	306	0	279	124	11007	371	0	307	234	195	23964	0
70	29	22135	290	469	540	0	365	13145	242	486	0	567	226	15060	477	0	546	406	348	23165	0
70	30	18900	322	522	333	0	330	15302	264	361	0	530	292	18869	430	0	313	353	307	20888	0
70	31	43962	587	899	1006	0	651	27411	469	879	0	945	416	31186	894	0	882	671	661	51764	0
70	32	41454	565	800	881	0	659	26572	389	827	0	915	443	28880	804	0	859	688	590	43114	0
70	33	50437	996	1899	695	0	925	43294	1127	770	0	1542	1021	62243	875	0	849	906	1097	38281	0
70	34	134078	1901	2396	3127	0	2212	87589	1265	2889	0	3056	1461	87541	2597	0	2918	2413	1946	142511	0
70	35	269353	6120	8406	5294	0	5333	270701	5120	5504	0	7120	5338	296247	4034	0	5380	6797	5542	219548	0
70	36	195353	2270	2643	4024	0	2482	124395	1299	3578	0	3362	1369	116468	2800	0	3726	2905	2158	200248	0
70	37	225486	2741	3647	3777	0	2801	163815	1752	3357	0	3634	1849	161458	2484	0	3638	3487	2448	211238	0
70	38	181821	1373	1881	2518	0	1853	88184	892	2218	0	2432	887	92894	1675	0	2996	1874	1546	159433	0
70	39	315192	3572	4572	5420	0	3449	226311	2040	4662	0	4462	2371	214502	3677	0	4847	4577	3370	332707	0
70	40	317304	2625	3497	4755	0	3214	173357	1574	3860	0	3938	1650	172274	2777	0	5144	3689	2933	295427	0
70	41	442914	4569	5442	7587	0	4370	300522	2406	6425	0	5074	2673	268185	4132	0	6963	6432	4336	485488	0
71	5	31	6	8	3	0	4	22	11	7	0	5	2	21	8	0	6	6	21	115	0
71	6	119	17	85	8	0	6	83	73	8	0	8	8	125	10	0	12	23	109	202	0
71	7	913	85	146	73	0	114	738	102	46	0	86	59	514	75	0	127	114	146	1069	0
71	8	1545	139	250	156	0	218	1012	170	90	0	144	73	655	117	0	236	182	203	2036	0
71	9	11	4	2	1	0	2	3	2	1	0	1	3	4	1	0	2	1	3	7	0
71	10	21	2	3	12	0	2	28	6	7	0	1	3	17	21	0	5	2	2	207	0
71	11	80	5	23	12	0	3	63	12	7	0	3	2	72	27	0	4	5	12	610	0
71	12	168	7	22	7	0	7	103	14	10	0	9	2	121	13	0	7	6	17	346	0
71	13	649	28	46	56	0	37	445	24	31	0	22	7	276	47	0	27	19	44	2045	0
71	14	330	8	36	11	0	8	172	31	6	0	12	7	353	9	0	7	10	25	315	0
71	15	185	11	5	8	0	6	94	11	18	0	21	7	147	24	0	4	3	8	520	0
71	16	295	7	19	5	0	5	240	20	4	0	16	4	355	4	0	10	11	16	172	0
71	17	796	15	27	21	0	17	578	17	17	0	25	14	529	40	0	24	16	18	568	0
71	18	2905	59	91	68	0	73	1798	45	69	0	94	46	1843	62	0	111	90	85	2768	0
71	19	1639	30	57	80	0	44	787	25	56	0	46	25	780	57	0	77	55	47	1993	0
71	20	1723	34	76	101	0	52	1467	49	76	0	95	38	1769	142	0	48	37	62	4175	0
71	21	1519	22	43	45	0	30	1110	34	36	0	34	17	1140	44	0	26	23	34	1996	0
71	22	4795	65	87	152	0	80	2864	55	107	0	94	38	2485	116	0	91	72	59	7958	0
71	23	2733	41	99	81	0	57	1994	46	78	0	78	42	2566	132	0	63	51	81	4186	0
71	24	3212	75	155	78	0	64	2276	88	68	0	126	69	3591	110	0	71	58	91	3309	0
71	25	5351	98	145	187	0	107	2977	79	167	0	178	67	3487	165	0	184	148	151	5662	0
71	26	18051	234	429	370	0	254	11444	219	358	0	408	177	12860	440	0	334	316	264	21962	0
71	27	5196	123	190	103	0	104	3683	93	117	0	180	87	5694	132	0	97	102	138	4238	0
71	28	15620	184	273	301	0	184	10298	114	277	0	245	114	10707	328	0	245	232	210	22637	0
71	29	23449	311	481	572	0	417	13599	300	552	0	605	232	15968	575	0	562	421	360	24564	0
71	30	20103	380	552	364	0	332	16330	305	398	0	601	324	19753	460	0	358	335	349	22143	0
71	31	44976	604	889	1056	0	682	27918	486	847	0	1024	433	32001	934	0	895	794	687	52007	0
71	32	42903	550	823	872	0	670	27878	434	871	0	940	451	29874	860	0	898	755	628	45526	0
71	33	52527	998	1945	733	0	991	45885	1147	780	0	1527	986	65781	866	0	904	1067	1144	39340	0
71	34	142694	2001	2531	3236	0	2193	92951	1406	3072	0	3233	1495	92940	2694	0	3071	2513	2081	150258	0
71	35	289468	6459	8960	5644	0	5745	287711	5316	5943	0	7431	5473	313082	4438	0	5718	7064	5902	237453	0
71	36	207163	2264	2778	4172	0	2460	131173	1333	3638	0	3476	1440	122120	2838	0	3834	3026	2283	214182	0
71	37	240686	2902	3829	3879	0	2880	170130	1759	3531	0	3948	1919	167872	2502	0	3769	3540	2568	223165	0
71	38	173910	1354	1750	2382	0	1721	82796	817	1979	0	2340	825	88105	1639	0	2813	1872	1436	153842	0
71	39	321795	3719	4619	5270	0	3360	229586	2053	4542	0	4340	2230	216774	3516	0	4832	4560	3582	341870	0
71	40	293804	2633	3319	4507	0	2827	159590	1489	3540	0	3550	1451	158393	2565	0	4678	3447	2798	277801	0
71	41	405592	4219	4839	7063	0	3914	270621	2114	5663	0	4667	2347	240634	3743	0	6383	5771	3983	444200	0
72	5	39	3	10	2	0	4	18	3	7	0	4	1	18	7	0	5	5	23	92	0
72	6	118	13	20	4	0	5	79	8	1	0	2	2	94	4	0	7	30	42	166	0
72	7	884	77	32	44	0	74	714	19	35	0	31	18	417	39	0	79	91	45	1069	0
72	8	1409	86	22	74	0	110	909	14	52	0	46	22	565	40	0	81	96	19	1943	0
72	9	6	2	1	1	0	1	5	1	1	0	1	1	3	1	0	2	1	1	5	0
72	10	38	4	6	10	0	4	32	1	7	0	4	1	25	17	0	5	1	2	233	0
72	11	101	5	4	14	0	4	109	1	6	0	4	4	85	18	0	1	4	2	624	0
72	12	198	8	10	6	0	8	130	5	9	0	7	3	144	19	0	4	8	7	411	0
72	13	783	13	13	40	0	14	513	4	38	0	8	3	307	43	0	13	16	8	2163	0
72	14	326	8	17	5	0	5	184	6	8	0	13	5	395	5	0	7	7	8	305	0
72	15	176	8	8	10	0	7	98	10	15	0	13	5	176	37	0	9	4	4	535	0
72	16	331	7	16	2	0	9	255	3	4	0	17	5	339	5	0	9	8	9	165	0
72	17	846	11	17	13	0	17	550	11	12	0	29	8	551	25	0	16	21	11	570	0
72	18	3063	53	71	83	0	65	1949	37	67	0	88	39	1907	73	0	87	89	45	2931	0
72	19	1561	24	37	86	0	37	778	17	40	0	43	13	747	50	0	68	38	22	1857	0
72	20	1963	39	81	115	0	47	1579	50	95	0	75	31	1991	178	0	51	48	42	4458	0
72	21	1650	19	39	43	0	30	1170	22	30	0	36	11	1196	39	0	31	32	22	2136	0
72	22	4974	45	59	137	0	53	3175	25	92	0	100	25	2560	125	0	95	97	52	8357	0
72	23	2675	66	91	90	0	61	2003	54	63	0	111	32	2639	96	0	52	37	46	4034	0
72	24	3359	79	134	75	0	78	2391	95	89	0	160	73	3701	119	0	67	78	78	3370	0
72	25	5680	115	135	196	0	121	3143	71	155	0	146	63	3609	175	0	199	136	125	5923	0
72	26	18723	236	355	418	0	291	12023	217	402	0	447	184	13348	396	0	372	301	239	23005	0
72	27	5523	115	189	105	0	114	3765	91	102	0	202	114	5848	106	0	116	85	125	4317	0
72	28	15593	164	200	330	0	178	10326	117	313	0	242	119	10552	314	0	240	214	181	22503	0
72	29	25089	327	560	660	0	427	14760	281	571	0	570	257	16797	568	0	602	421	386	26499	0
72	30	21477	344	589	405	0	348	17210	303	379	0	574	312	20756	490	0	394	349	335	23828	0
72	31	46469	606	901	1084	0	669	28835	506	933	0	1022	429	32742	941	0	925	739	743	53903	0
72	32	45391	616	830	1006	0	733	29342	423	900	0	992	455	31018	911	0	922	724	649	47871	0
72	33	55049	1032	2051	819	0	992	48161	1199	810	0	1575	1027	69497	869	0	947	1018	1347	40717	0
72	34	150422	2126	2701	3498	0	2444	98441	1455	3274	0	3320	1535	97287	2861	0	3297	2743	2122	158127	0
72	35	310655	6793	9336	6045	0	6108	306205	5575	6348	0	8098	5846	333680	4665	0	6114	7507	6043	254983	0
72	36	219911	2394	2751	4536	0	2801	138286	1465	3807	0	3552	1532	128279	2954	0	4089	3090	2273	226860	0
72	37	253342	3102	3885	4228	0	3045	177546	1776	3576	0	3842	1821	174848	2553	0	4066	3820	2793	234799	0
72	38	165709	1266	1737	2257	0	1704	79194	797	1943	0	2144	756	83233	1539	0	2616	1779	1425	145957	0
72	39	328359	3685	4504	5444	0	3392	231141	2020	4691	0	4265	2153	217881	3498	0	4886	4681	3464	346014	0
72	40	269153	2389	2926	4016	0	2515	145968	1330	3153	0	3221	1296	143800	2285	0	4467	3172	2510	256376	0
72	41	363863	3875	4298	6595	0	3517	242267	1893	5036	0	3925	2104	214853	3411	0	5751	5289	3585	406949	0
73	5	43	8	4	4	0	4	22	2	3	0	2	2	19	6	0	2	3	16	95	0
73	6	75	11	20	6	0	3	78	9	3	0	5	2	96	9	0	13	15	44	175	0
73	7	857	79	42	35	0	84	735	13	37	0	40	25	404	46	0	61	56	54	1198	0
73	8	1376	76	37	59	0	102	920	9	52	0	38	18	499	42	0	95	89	19	1840	0
73	9	4	1	1	1	0	1	2	1	2	0	1	1	1	2	0	2	1	1	6	0
73	10	35	2	3	13	0	4	22	1	6	0	6	2	14	19	0	4	5	2	233	0
73	11	84	1	2	9	0	3	80	4	11	0	4	4	59	20	0	3	3	3	607	0
73	12	146	7	8	3	0	10	118	5	7	0	6	3	119	6	0	4	4	7	373	0
73	13	614	14	8	39	0	11	399	2	34	0	9	6	233	34	0	8	11	7	2043	0
73	14	304	6	15	11	0	6	149	5	7	0	8	8	341	12	0	8	5	20	208	0
73	15	226	6	7	12	0	7	111	8	27	0	15	3	166	32	0	3	10	5	560	0
73	16	326	8	15	5	0	5	313	9	4	0	19	4	346	4	0	9	12	8	160	0
73	17	810	13	22	20	0	17	587	7	20	0	29	7	549	31	0	24	15	11	622	0
73	18	3226	43	60	76	0	55	1960	42	75	0	76	39	1879	63	0	102	86	37	3062	0
73	19	1544	27	29	66	0	30	693	13	50	0	42	12	622	49	0	82	47	34	1907	0
73	20	1978	35	91	104	0	47	1659	40	76	0	93	38	1930	156	0	50	49	45	4551	0
73	21	1669	30	28	39	0	26	1167	21	38	0	31	13	1186	50	0	34	29	25	2266	0
73	22	4975	60	61	129	0	68	2986	22	118	0	86	34	2484	100	0	85	54	54	8424	0
73	23	2540	62	86	83	0	54	1800	49	72	0	100	40	2628	117	0	58	41	61	3651	0
73	24	3492	66	147	66	0	87	2561	95	80	0	157	64	3892	140	0	75	74	78	3573	0
73	25	5698	123	146	247	0	119	3174	65	190	0	165	73	3769	186	0	206	141	99	6429	0
73	26	19679	222	369	420	0	263	12466	222	368	0	402	175	13808	449	0	357	308	258	23820	0
73	27	5483	112	197	87	0	115	3980	101	117	0	185	92	5881	115	0	123	108	109	4472	0
73	28	15106	174	245	338	0	169	9946	125	257	0	267	102	10371	315	0	242	205	173	21546	0
73	29	26215	377	555	656	0	392	15372	292	617	0	620	282	17626	596	0	571	440	375	28240	0
73	30	23313	400	618	398	0	415	17973	354	414	0	639	336	22176	504	0	408	393	399	25272	0
73	31	46865	630	976	1101	0	724	29644	521	975	0	1017	490	33815	1001	0	967	752	719	54865	0
73	32	47052	645	830	1003	0	688	30743	436	910	0	1009	443	32351	966	0	940	805	635	50377	0
73	33	57669	1148	2056	828	0	1039	50952	1342	866	0	1627	1122	72429	832	0	1035	1124	1321	42193	0
73	34	160309	2260	2835	3581	0	2485	105080	1508	3407	0	3582	1614	103611	3046	0	3384	2852	2209	166610	0
73	35	334910	7316	9927	6191	0	6463	328222	5933	6579	0	8319	5985	350670	4945	0	6704	7869	6478	275286	0
73	36	231861	2468	2981	4720	0	2919	145231	1376	3935	0	3633	1510	133114	3088	0	4243	3293	2301	240570	0
73	37	268617	3049	4041	4161	0	3205	184815	1792	3746	0	4007	1965	181049	2656	0	4280	3827	2890	246050	0
73	38	156526	1168	1550	2178	0	1531	73756	729	1741	0	2011	699	77270	1414	0	2573	1664	1255	137370	0
73	39	333814	3632	4564	5494	0	3426	231648	2083	4630	0	4405	2143	217473	3620	0	5001	4827	3364	351924	0
73	40	245424	2162	2714	3687	0	2349	131680	1171	3041	0	2929	1194	128818	2196	0	3990	2822	2166	233866	0
73	41	324256	3448	3838	6004	0	3128	215107	1643	4604	0	3565	1819	190594	3170	0	5066	4627	3105	367438	0
74	5	55	2	5	5	0	8	25	2	4	0	2	4	21	3	0	3	6	22	117	0
74	6	91	9	8	3	0	8	88	9	5	0	1	5	122	5	0	6	14	38	168	0
74	7	970	61	34	43	0	93	840	19	34	0	51	18	466	43	0	83	96	51	1333	0
74	8	1360	71	32	50	0	133	901	12	51	0	46	20	541	34	0	85	69	23	1962	0
74	9	3	1	1	2	0	1	1	1	1	0	1	1	1	1	0	1	1	1	4	0
74	10	34	1	2	15	0	2	31	1	14	0	3	2	22	20	0	1	2	1	238	0
74	11	81	3	3	18	0	4	51	2	5	0	2	1	60	20	0	3	1	3	643	0
74	12	193	7	8	8	0	4	115	4	5	0	10	4	137	13	0	9	3	8	394	0
74	13	628	6	10	33	0	19	410	7	25	0	11	4	221	39	0	8	10	8	2112	0
74	14	241	9	19	5	0	6	165	10	3	0	8	2	336	3	0	1	7	11	257	0
74	15	245	5	9	12	0	8	106	5	16	0	19	4	174	33	0	6	6	3	532	0
74	16	365	8	16	3	0	8	297	10	3	0	12	5	376	5	0	14	5	9	148	0
74	17	862	21	19	15	0	25	602	12	10	0	24	12	596	29	0	17	14	12	684	0
74	18	3550	54	74	87	0	81	2144	35	71	0	97	44	2106	72	0	98	100	36	3426	0
74	19	1502	27	28	77	0	33	756	16	42	0	46	18	659	59	0	49	43	20	1829	0
74	20	2163	47	81	110	0	51	1604	46	112	0	85	40	2103	171	0	48	40	47	4865	0
74	21	1761	38	42	36	0	35	1186	12	45	0	33	12	1363	46	0	33	28	17	2498	0
74	22	4919	56	64	130	0	54	3065	25	103	0	74	42	2475	142	0	77	85	41	8652	0
74	23	2397	63	88	89	0	66	1870	61	63	0	109	50	2616	109	0	52	45	59	3562	0
74	24	3733	75	128	93	0	77	2704	107	88	0	162	62	4062	141	0	75	79	77	3790	0
74	25	6264	118	178	226	0	143	3539	77	188	0	175	67	4121	198	0	233	143	121	6926	0
74	26	19423	222	290	396	0	239	11769	144	323	0	358	147	11834	410	0	352	283	192	24114	0
74	27	7061	174	277	126	0	149	5231	176	146	0	285	142	8397	175	0	140	124	154	5549	0
74	28	14831	200	237	294	0	172	9709	112	260	0	278	105	10216	307	0	238	186	199	21313	0
74	29	28117	384	546	741	0	480	16703	302	591	0	681	274	18543	643	0	674	480	416	29844	0
74	30	24569	403	646	451	0	422	19557	364	422	0	699	346	22924	511	0	420	394	394	26868	0
74	31	48566	675	965	1156	0	731	30824	531	984	0	1063	476	34623	1016	0	994	764	705	56633	0
74	32	49325	646	915	1055	0	705	32138	483	995	0	1029	486	33326	1000	0	949	810	637	52398	0
74	33	61700	1241	2231	843	0	1097	55157	1325	878	0	1724	1161	75907	906	0	1043	1210	1309	44007	0
74	34	171351	2411	2955	3717	0	2686	112357	1518	3551	0	3649	1740	110179	3094	0	3631	3021	2384	176457	0
74	35	359012	7611	10535	6821	0	6810	349346	6137	6906	0	8720	6193	370251	5162	0	6958	8300	6633	295075	0
74	36	244933	2564	3058	5022	0	2886	150889	1497	4082	0	3805	1595	138556	3282	0	4506	3359	2412	256262	0
74	37	281448	3153	4009	4461	0	3370	191547	1907	3985	0	4145	1915	187323	2721	0	4461	3995	2899	257931	0
74	38	147273	1141	1518	2014	0	1413	71861	730	1573	0	1920	650	73497	1243	0	2404	1561	1339	127202	0
74	39	333053	3528	4443	5529	0	3315	225802	1907	4587	0	4112	2045	213582	3613	0	5021	4650	3384	358464	0
74	40	219338	1938	2391	3285	0	2138	118808	1063	2627	0	2572	1059	115659	1935	0	3643	2741	2053	210231	0
74	41	281859	2843	3330	5125	0	2797	183353	1489	4170	0	3122	1548	164143	2824	0	4531	4152	2777	329942	0
75	5	41	4	10	5	0	2	19	3	5	0	5	1	26	7	0	6	5	20	83	0
75	6	97	8	15	8	0	6	55	5	4	0	5	3	144	6	0	8	24	59	152	0
75	7	1116	49	53	115	0	86	799	27	93	0	35	28	687	67	0	123	94	106	1311	0
75	8	1560	71	38	207	0	88	844	20	159	0	48	19	650	98	0	168	154	141	1983	0
75	9	2	1	1	1	0	1	2	2	1	0	1	1	1	2	0	1	1	1	3	0
75	10	131	9	6	21	0	7	74	3	19	0	12	3	73	13	0	8	4	7	287	0
75	11	214	2	6	28	0	9	164	3	21	0	5	7	244	22	0	10	7	18	605	0
75	12	247	13	17	17	0	10	188	7	18	0	11	3	206	17	0	12	12	22	432	0
75	13	1365	11	16	92	0	15	761	7	69	0	20	10	648	79	0	45	64	27	2848	0
75	14	250	5	17	10	0	7	168	6	8	0	9	5	404	9	0	10	10	21	304	0
75	15	269	5	19	12	0	12	223	14	16	0	13	14	469	21	0	9	9	14	477	0
75	16	312	7	10	4	0	8	241	8	4	0	10	8	354	6	0	14	14	10	141	0
75	17	983	23	34	19	0	25	788	18	21	0	45	18	930	33	0	19	24	18	739	0
75	18	3474	71	83	123	0	62	2236	43	94	0	111	49	2492	85	0	103	97	60	3047	0
75	19	1631	28	46	95	0	44	825	20	59	0	58	25	923	50	0	84	42	41	1869	0
75	20	3678	82	162	141	0	81	3716	97	151	0	119	90	5437	158	0	85	98	116	5571	0
75	21	2997	32	57	61	0	44	2022	24	56	0	48	30	2093	56	0	37	52	42	3237	0
75	22	8269	78	88	231	0	104	4569	39	172	0	106	45	4413	173	0	158	131	61	11439	0
75	23	3422	90	196	97	0	76	3750	106	93	0	128	93	5734	106	0	77	89	90	4064	0
75	24	4978	149	301	100	0	112	5513	183	108	0	195	153	8527	141	0	97	151	166	4144	0
75	25	7826	181	249	347	0	209	5231	139	277	0	281	129	6135	248	0	305	239	202	8210	0
75	26	29679	371	537	610	0	418	20892	272	536	0	559	233	23629	479	0	544	444	441	33921	0
75	27	9179	311	543	170	0	243	10453	354	220	0	380	305	15183	225	0	178	258	306	6401	0
75	28	27367	340	508	534	0	319	20565	275	425	0	402	241	22518	396	0	409	412	391	33716	0
75	29	40798	676	971	1103	0	692	28938	574	1000	0	959	528	32312	849	0	955	882	730	45016	0
75	30	48826	928	1308	850	0	788	46333	645	766	0	1054	767	51286	692	0	757	970	859	48893	0
75	31	81988	1244	1787	2027	0	1233	61793	959	1666	0	1531	966	66571	1467	0	1697	1556	1343	96774	0
75	32	88350	1407	1846	1871	0	1348	70220	875	1609	0	1856	1124	67973	1408	0	1586	1598	1309	89260	0
75	33	85275	1735	2958	1227	0	1515	82037	1695	1196	0	2201	1496	105617	1125	0	1406	1698	1746	62353	0
75	34	260444	3684	4448	5801	0	4105	181452	2354	5383	0	5325	2558	168686	4122	0	5042	4769	3378	277066	0
75	35	331358	5868	7936	6206	0	5363	282550	4726	6157	0	7578	4667	298625	4741	0	6185	6277	5199	287039	0
75	36	275829	2844	3460	5041	0	3007	170797	1640	4167	0	3961	1726	157851	3388	0	4593	3687	2682	282166	0
75	37	227873	2524	3026	3644	0	2459	145386	1468	3120	0	3302	1472	141675	2332	0	3487	3005	2180	217027	0
75	38	135976	1032	1425	1956	0	1319	64888	596	1464	0	1683	672	65894	1203	0	2258	1492	1167	123035	0
75	39	335707	3429	4017	5383	0	3192	211226	1799	4312	0	4046	1871	197658	3282	0	4998	4320	3033	341764	0
75	40	145313	1078	1447	2095	0	1352	70875	645	1613	0	1776	607	69994	1296	0	2373	1614	1232	130941	0
75	41	158893	1619	1809	3006	0	1407	102207	753	2305	0	1787	810	87866	1606	0	2606	2217	1438	185756	0
76	5	50	5	7	3	0	3	29	4	6	0	1	3	21	8	0	5	6	20	105	0
76	6	95	7	18	2	0	7	73	9	4	0	4	5	124	4	0	11	16	35	179	0
76	7	1136	100	46	57	0	103	845	27	55	0	43	27	605	51	0	77	75	53	1408	0
76	8	1442	82	37	65	0	98	874	15	62	0	38	17	567	34	0	72	70	20	1772	0
76	9	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	2	1	2	0
76	10	69	6	2	24	0	7	59	1	9	0	5	1	41	17	0	3	4	2	312	0
76	11	152	3	3	7	0	6	108	2	12	0	4	1	105	17	0	6	2	2	631	0
76	12	244	7	11	11	0	12	157	11	13	0	18	5	181	9	0	5	4	9	408	0
76	13	909	14	14	42	0	17	565	3	38	0	15	13	381	41	0	20	15	9	2424	0
76	14	270	5	19	5	0	6	183	8	5	0	11	4	345	5	0	3	7	6	202	0
76	15	288	12	15	14	0	10	154	15	26	0	22	4	263	25	0	5	6	7	618	0
76	16	342	8	10	9	0	10	280	3	4	0	12	7	338	5	0	12	9	7	148	0
76	17	902	24	22	13	0	29	666	8	13	0	34	12	668	44	0	24	13	19	836	0
76	18	3624	65	88	81	0	62	2280	32	88	0	119	59	2361	74	0	97	79	54	3473	0
76	19	1281	26	30	76	0	35	695	15	64	0	31	21	701	64	0	71	29	30	1686	0
76	20	3038	63	107	134	0	64	2369	83	125	0	106	69	2947	161	0	68	49	85	5324	0
76	21	2236	28	39	44	0	41	1335	20	42	0	43	16	1459	43	0	36	30	21	2714	0
76	22	6138	93	68	138	0	86	3566	29	92	0	99	47	3028	125	0	106	85	56	8921	0
76	23	2821	71	124	72	0	75	2450	76	56	0	128	60	3669	100	0	62	53	66	3322	0
76	24	4335	133	213	93	0	100	3665	123	127	0	172	115	5315	125	0	75	89	126	4251	0
76	25	6711	130	181	280	0	168	4179	94	209	0	218	91	4726	198	0	249	184	158	7480	0
76	26	24128	245	382	501	0	309	15061	179	422	0	411	181	15752	432	0	437	374	285	27994	0
76	27	8122	219	402	142	0	183	7134	253	173	0	347	195	10938	221	0	162	190	222	6199	0
76	28	17437	204	305	319	0	207	12241	138	284	0	274	145	13303	295	0	276	238	219	21719	0
76	29	35464	515	708	936	0	578	22168	459	789	0	829	397	24642	736	0	788	656	575	37227	0
76	30	36107	590	938	563	0	595	30594	496	533	0	907	492	34830	590	0	610	640	559	35132	0
76	31	62921	956	1332	1487	0	1016	43288	780	1302	0	1341	763	48439	1182	0	1312	1120	900	69646	0
76	32	71740	1043	1327	1445	0	1120	50475	694	1431	0	1557	761	50082	1286	0	1480	1243	990	72960	0
76	33	82410	1682	3085	1144	0	1606	83629	1908	1159	0	2186	1675	107780	1124	0	1338	1713	1887	57918	0
76	34	249428	3664	4259	5500	0	3844	174486	2194	5348	0	5184	2521	163260	4218	0	5098	4698	3355	261386	0
76	35	371831	6865	9267	6980	0	6406	333192	5680	6757	0	8305	5386	355161	5001	0	6946	7755	6214	314493	0
76	36	291937	3028	3589	5409	0	3356	180182	1593	4495	0	4271	1828	164993	3524	0	4957	3963	2844	300433	0
76	37	258289	2650	3476	3962	0	2787	164313	1614	3438	0	3558	1653	161886	2434	0	3928	3394	2485	234599	0
76	38	128689	1006	1311	1828	0	1260	62047	556	1436	0	1601	568	62599	1133	0	2077	1424	1111	116964	0
76	39	356111	3742	4539	6182	0	3401	236559	1899	4992	0	4171	2037	220486	3572	0	5395	4867	3531	394466	0
76	40	150848	1240	1494	2516	0	1508	76902	726	1844	0	1697	638	76159	1349	0	2413	1722	1288	151050	0
76	41	144424	1504	1603	2603	0	1353	88571	653	2044	0	1552	707	76260	1307	0	2345	1975	1398	161101	0
77	5	56	13	8	8	0	5	35	2	5	0	4	1	35	13	0	5	2	27	96	0
77	6	99	15	22	1	0	4	57	11	3	0	3	4	100	5	0	8	13	46	161	0
77	7	1117	96	59	64	0	92	855	34	42	0	58	33	605	71	0	81	78	75	1374	0
77	8	1282	64	46	56	0	108	784	34	43	0	50	26	480	53	0	73	73	44	1649	0
77	9	3	1	1	1	0	1	1	1	2	0	1	1	1	2	0	1	1	1	4	0
77	10	48	2	2	12	0	5	43	1	13	0	4	2	51	26	0	3	8	5	312	0
77	11	129	2	4	14	0	6	92	2	6	0	5	2	103	21	0	6	2	5	635	0
77	12	217	3	8	9	0	10	151	6	6	0	8	5	138	20	0	7	6	11	394	0
77	13	664	3	9	29	0	21	423	1	27	0	9	6	259	40	0	12	14	15	1866	0
77	14	210	4	19	3	0	3	151	7	5	0	8	5	358	6	0	3	14	21	154	0
77	15	293	8	15	16	0	11	146	7	16	0	20	8	242	37	0	8	6	7	577	0
77	16	377	9	16	2	0	9	303	2	7	0	12	8	371	6	0	15	13	9	145	0
77	17	933	22	21	23	0	30	598	10	20	0	30	18	655	31	0	18	18	18	793	0
